,orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight,productID,unitPrice_orders,quantity,discount,companyName_customers,contactName,contactTitle,city_customer,country_customer,categoryID,categoryName,description,productName,quantityPerUnit,unitPrice_products,discontinued,employeeName,title,city_employees,country_employees,reportsTo,companyName_shippers,Mon_Day_orderDate,Year_Quarter_orderDate,weeks_of_year_orderDate,Year_Month_orderDate,days_difference_required_shipped,Sales,freight_ratio_of_sales,percentile_unitPrice_orders,country_customer_rank_sales,companyName_customers_rank_Sales,product_rank_sales,employee_rank_sales,city_customer_rank_freight,day_order,month_order,quarter_order,year_order,weekofyear_order
676,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,6,25.0,1,0.02,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Grandma S Boysenberry Spread,12 - 8 oz jars,25.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,24.5,34.816,<0.1%,1,4,53,3,7,Wednesday,May,2,2015,18
677,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,8,40.0,2,0.1,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Northwoods Cranberry Sauce,12 - 12 oz jars,40.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,72.0,11.847,<0.2%,1,4,36,3,7,Wednesday,May,2,2015,18
678,10579,LETSS,1,2014-06-25,2014-07-23,2014-07-04,2,13.73,15,15.5,10,0.0,Let S Stop N Shop,Jaime Yorres,Owner,San Francisco,USA,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Genen Shouyu,24 - 250 ml bottles,15.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jun-Wed,2014-Q2,2014-W25,2014-Jun,19,155.0,8.858,<0.3%,1,70,75,3,52,Wednesday,June,2,2014,25
679,10789,FOLIG,1,2014-12-22,2015-01-19,2014-12-31,2,100.6,63,43.9,30,0.0,Folies Gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Vegie Spread,15 - 625 g jars,43.9,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Dec-Mon,2014-Q4,2014-W51,2014-Dec,19,1317.0000457763672,7.639,<1.0%,5,35,24,3,26,Monday,December,4,2014,51
680,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,66,17.0,1,0.0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Louisiana Hot Spiced Okra,24 - 8 oz jars,17.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,17.0,50.176,<0.1%,1,4,69,3,7,Wednesday,May,2,2015,18
681,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,77,13.0,2,0.0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Original Frankfurter Grüne Soße,12 boxes,13.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,26.0,32.808,<0.1%,1,4,42,3,7,Wednesday,May,2,2015,18
682,10946,VAFFE,1,2015-03-12,2015-04-09,2015-03-19,2,27.2,77,13.0,40,0.0,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Original Frankfurter Grüne Soße,12 boxes,13.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Mar-Thu,2015-Q1,2015-W10,2015-Mar,21,520.0,5.231,<0.7%,12,27,42,3,22,Thursday,March,1,2015,10
683,10605,MEREP,1,2014-07-21,2014-08-18,2014-07-29,2,379.13,16,17.45,30,0.05,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,3,Confections,"Desserts, candies, and sweet breads",Pavlova,32 - 500 g boxes,17.45,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jul-Mon,2014-Q3,2014-W29,2014-Jul,20,497.3250389099121,76.234,<0.7%,9,9,23,3,12,Monday,July,3,2014,29
684,10916,RANCH,1,2015-02-27,2015-03-27,2015-03-09,2,63.77,16,17.45,6,0.0,Rancho Grande,Sergio Gutiérrez,Sales Representative,Buenos Aires,Argentina,3,Confections,"Desserts, candies, and sweet breads",Pavlova,32 - 500 g boxes,17.45,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Feb-Fri,2015-Q1,2015-W08,2015-Feb,18,104.70000457763672,60.907,<0.2%,19,72,23,3,32,Friday,February,1,2015,08
685,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,16,17.45,2,0.03,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,3,Confections,"Desserts, candies, and sweet breads",Pavlova,32 - 500 g boxes,17.45,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,33.85300064086914,25.197,<0.1%,1,4,23,3,7,Wednesday,May,2,2015,18
686,10909,SANTG,1,2015-02-26,2015-03-26,2015-03-10,2,53.05,16,17.45,15,0.0,Santé Gourmet,Jonas Bergulfsen,Owner,Stavern,Norway,3,Confections,"Desserts, candies, and sweet breads",Pavlova,32 - 500 g boxes,17.45,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Feb-Thu,2015-Q1,2015-W08,2015-Feb,16,261.7500114440918,20.267,<0.5%,20,53,23,3,45,Thursday,February,1,2015,08
687,10788,QUICK,1,2014-12-22,2015-01-19,2015-01-19,2,42.7,19,9.2,50,0.05,Quick Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,3,Confections,"Desserts, candies, and sweet breads",Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Dec-Mon,2014-Q4,2014-W51,2014-Dec,0,436.9999885559082,9.771,<0.7%,2,1,58,3,3,Monday,December,4,2014,51
688,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,2,81.0,1,0.04,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney S Marmalade,30 gift boxes,81.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,77.75999450683594,10.97,<0.2%,1,4,13,3,7,Wednesday,May,2,2015,18
689,10292,TRADH,1,2013-08-28,2013-09-25,2013-09-02,2,1.35,2,64.8,20,0.0,Tradição Hipermercados,Anabela Domingues,Sales Representative,Sao Paulo,Brazil,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney S Marmalade,30 gift boxes,81.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Aug-Wed,2013-Q3,2013-W34,2013-Aug,23,1296.0000610351562,0.104,<1.0%,4,47,13,3,4,Wednesday,August,3,2013,34
690,10717,FRANK,1,2014-10-24,2014-11-21,2014-10-29,2,59.25,21,10.0,32,0.05,Frankenversand,Peter Franken,Marketing Manager,München,Germany,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney S Scones,24 pkgs. x 4 pieces,10.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Oct-Fri,2014-Q4,2014-W42,2014-Oct,23,304.0,19.49,<0.5%,2,11,43,3,9,Friday,October,4,2014,42
691,10558,AROUT,1,2014-06-04,2014-07-02,2014-06-10,2,72.97,47,9.5,25,0.0,Around The Horn,Thomas Hardy,Sales Representative,London,UK,3,Confections,"Desserts, candies, and sweet breads",Zaanse Koeken,10 - 4 oz boxes,9.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jun-Wed,2014-Q2,2014-W22,2014-Jun,22,237.5,30.724,<0.4%,6,31,66,3,5,Wednesday,June,2,2014,22
692,10453,AROUT,1,2014-02-21,2014-03-21,2014-02-26,2,25.36,48,10.2,15,0.1,Around The Horn,Thomas Hardy,Sales Representative,London,UK,3,Confections,"Desserts, candies, and sweet breads",Chocolade,10 pkgs.,12.75,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Feb-Fri,2014-Q1,2014-W07,2014-Feb,23,137.69999027252197,18.417,<0.3%,6,31,77,3,5,Friday,February,1,2014,07
693,11039,LINOD,1,2015-04-21,2015-05-19,2015-04-10,2,65.0,49,20.0,60,0.0,Lino Delicateses,Felipe Izquierdo,Owner,I  de Margarita,Venezuela,3,Confections,"Desserts, candies, and sweet breads",Maxilaku,24 - 50 g pkgs.,20.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Apr-Tue,2015-Q2,2015-W16,2015-Apr,39,1200.0,5.417,<0.9%,7,24,41,3,30,Tuesday,April,2,2015,16
694,10612,SAVEA,1,2014-07-28,2014-08-25,2014-08-01,2,544.08,49,20.0,18,0.0,Save A Lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,3,Confections,"Desserts, candies, and sweet breads",Maxilaku,24 - 50 g pkgs.,20.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jul-Mon,2014-Q3,2014-W30,2014-Jul,24,360.0,151.133,<0.6%,1,3,41,3,1,Monday,July,3,2014,30
695,10304,TORTU,1,2013-09-12,2013-10-10,2013-09-17,2,63.79,49,16.0,30,0.0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,3,Confections,"Desserts, candies, and sweet breads",Maxilaku,24 - 50 g pkgs.,20.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Sep-Thu,2013-Q3,2013-W36,2013-Sep,23,480.0,13.29,<0.7%,14,38,41,3,16,Thursday,September,3,2013,36
696,10314,RATTC,1,2013-09-25,2013-10-23,2013-10-04,2,74.16,62,39.4,25,0.1,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,3,Confections,"Desserts, candies, and sweet breads",Tarte Au Sucre,48 pies,49.3,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Sep-Wed,2013-Q3,2013-W38,2013-Sep,19,886.4999771118164,8.365,<0.9%,1,4,4,3,7,Wednesday,September,3,2013,38
697,10789,FOLIG,1,2014-12-22,2015-01-19,2014-12-31,2,100.6,68,12.5,18,0.0,Folies Gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,3,Confections,"Desserts, candies, and sweet breads",Scottish Longbreads,10 boxes x 8 pieces,12.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Dec-Mon,2014-Q4,2014-W51,2014-Dec,19,225.0,44.711,<0.4%,5,35,44,3,26,Monday,December,4,2014,51
698,10888,GODOS,1,2015-02-16,2015-03-16,2015-02-23,2,51.87,68,12.5,18,0.0,Godos Cocina Típica,José Pedro Freyre,Sales Manager,Sevilla,Spain,3,Confections,"Desserts, candies, and sweet breads",Scottish Longbreads,10 boxes x 8 pieces,12.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Feb-Mon,2015-Q1,2015-W07,2015-Feb,21,225.0,23.053,<0.4%,16,36,44,3,34,Monday,February,1,2015,07
699,10385,SPLIR,1,2013-12-17,2014-01-14,2013-12-23,2,30.96,68,10.0,8,0.2,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,3,Confections,"Desserts, candies, and sweet breads",Scottish Longbreads,10 boxes x 8 pieces,12.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Dec-Tue,2013-Q4,2013-W50,2013-Dec,22,64.0,48.375,<0.2%,1,37,44,3,35,Tuesday,December,4,2013,50
700,10486,HILAA,1,2014-03-26,2014-04-23,2014-04-02,2,30.53,11,16.8,5,0.0,Hilarion Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,4,Dairy Products,Cheeses,Queso Cabrales,1 kg pkg.,21.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Mar-Wed,2014-Q1,2014-W12,2014-Mar,21,83.99999618530273,36.345,<0.2%,7,16,34,3,15,Wednesday,March,1,2014,12
701,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,12,38.0,2,0.05,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,4,Dairy Products,Cheeses,Queso Manchego La Pastora,10 - 500 g pkgs.,38.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,72.19999694824219,11.814,<0.2%,1,4,38,3,7,Wednesday,May,2,2015,18
702,10376,MEREP,1,2013-12-09,2014-01-06,2013-12-13,2,20.39,31,10.0,42,0.05,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,4,Dairy Products,Cheeses,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Dec-Mon,2013-Q4,2013-W49,2013-Dec,24,399.0,5.11,<0.6%,9,9,28,3,12,Monday,December,4,2013,49
703,10668,WANDK,1,2014-09-15,2014-10-13,2014-09-23,2,47.22,31,12.5,8,0.1,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,4,Dairy Products,Cheeses,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Sep-Mon,2014-Q3,2014-W37,2014-Sep,20,90.0,52.467,<0.2%,2,40,28,3,40,Monday,September,3,2014,37
704,10916,RANCH,1,2015-02-27,2015-03-27,2015-03-09,2,63.77,32,32.0,6,0.0,Rancho Grande,Sergio Gutiérrez,Sales Representative,Buenos Aires,Argentina,4,Dairy Products,Cheeses,Mascarpone Fabioli,24 - 200 g pkgs.,32.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Feb-Fri,2015-Q1,2015-W08,2015-Feb,18,192.0,33.214,<0.4%,19,72,48,3,32,Friday,February,1,2015,08
705,10314,RATTC,1,2013-09-25,2013-10-23,2013-10-04,2,74.16,32,25.6,40,0.1,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,4,Dairy Products,Cheeses,Mascarpone Fabioli,24 - 200 g pkgs.,32.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Sep-Wed,2013-Q3,2013-W38,2013-Sep,19,921.5999603271484,8.047,<0.9%,1,4,48,3,7,Wednesday,September,3,2013,38
706,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,32,32.0,1,0.0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,4,Dairy Products,Cheeses,Mascarpone Fabioli,24 - 200 g pkgs.,32.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,32.0,26.656,<0.1%,1,4,48,3,7,Wednesday,May,2,2015,18
707,10665,LONEP,1,2014-09-11,2014-10-09,2014-09-17,2,26.31,59,55.0,1,0.0,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,Portland,USA,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Sep-Thu,2014-Q3,2014-W36,2014-Sep,22,55.0,47.836,<0.1%,1,58,3,3,48,Thursday,September,3,2014,36
708,10605,MEREP,1,2014-07-21,2014-08-18,2014-07-29,2,379.13,59,55.0,20,0.05,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jul-Mon,2014-Q3,2014-W29,2014-Jul,20,1045.0,36.28,<0.9%,9,9,3,3,12,Monday,July,3,2014,29
709,10387,SANTG,1,2013-12-18,2014-01-15,2013-12-20,2,93.63,59,44.0,12,0.0,Santé Gourmet,Jonas Bergulfsen,Owner,Stavern,Norway,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Dec-Wed,2013-Q4,2013-W50,2013-Dec,26,528.0,17.733,<0.7%,20,53,3,3,45,Wednesday,December,4,2013,50
710,10304,TORTU,1,2013-09-12,2013-10-10,2013-09-17,2,63.79,59,44.0,10,0.0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Sep-Thu,2013-Q3,2013-W36,2013-Sep,23,440.0,14.498,<0.7%,14,38,3,3,16,Thursday,September,3,2013,36
711,10626,BERGS,1,2014-08-11,2014-09-08,2014-08-20,2,138.69,6,34.0,20,0.0,Berglunds Snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Aug-Mon,2014-Q3,2014-W32,2014-Aug,19,680.0,20.396,<0.8%,8,13,5,3,10,Monday,August,3,2014,32
712,10605,MEREP,1,2014-07-21,2014-08-18,2014-07-29,2,379.13,6,34.0,70,0.05,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jul-Mon,2014-Q3,2014-W29,2014-Jul,20,2260.9999465942383,16.768,<1.0%,9,9,5,3,12,Monday,July,3,2014,29
713,10361,QUICK,1,2013-11-22,2013-12-20,2013-12-03,2,183.17,6,27.2,55,0.1,Quick Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Nov-Fri,2013-Q4,2013-W46,2013-Nov,17,1346.399974822998,13.604,<1.0%,2,1,5,3,3,Friday,November,4,2013,46
714,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,6,34.0,2,0.06,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,63.91999816894531,13.345,<0.2%,1,4,5,3,7,Wednesday,May,2,2015,18
715,10612,SAVEA,1,2014-07-28,2014-08-25,2014-08-01,2,544.08,6,34.0,40,0.0,Save A Lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jul-Mon,2014-Q3,2014-W30,2014-Jul,24,1360.0,40.006,<1.0%,1,3,5,3,1,Monday,July,3,2014,30
716,10385,SPLIR,1,2013-12-17,2014-01-14,2013-12-23,2,30.96,6,27.2,20,0.2,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Dec-Tue,2013-Q4,2013-W50,2013-Dec,22,435.2000045776367,7.114,<0.7%,1,37,5,3,35,Tuesday,December,4,2013,50
717,10717,FRANK,1,2014-10-24,2014-11-21,2014-10-29,2,59.25,69,36.0,25,0.05,Frankenversand,Peter Franken,Marketing Manager,München,Germany,4,Dairy Products,Cheeses,Gudbrandsdalsost,10 kg pkg.,36.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Oct-Fri,2014-Q4,2014-W42,2014-Oct,23,855.0000190734863,6.93,<0.9%,2,11,16,3,9,Friday,October,4,2014,42
718,10626,BERGS,1,2014-08-11,2014-09-08,2014-08-20,2,138.69,71,21.5,20,0.0,Berglunds Snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Aug-Mon,2014-Q3,2014-W32,2014-Aug,19,430.0,32.253,<0.6%,8,13,20,3,10,Monday,August,3,2014,32
719,10616,GREAL,1,2014-07-31,2014-08-28,2014-08-05,2,116.53,71,21.5,15,0.05,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jul-Thu,2014-Q3,2014-W30,2014-Jul,23,306.3749885559082,38.035,<0.5%,1,22,20,3,27,Thursday,July,3,2014,30
720,10605,MEREP,1,2014-07-21,2014-08-18,2014-07-29,2,379.13,71,21.5,15,0.05,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jul-Mon,2014-Q3,2014-W29,2014-Jul,20,306.3749885559082,123.747,<0.5%,9,9,20,3,12,Monday,July,3,2014,29
721,10387,SANTG,1,2013-12-18,2014-01-15,2013-12-20,2,93.63,71,17.2,15,0.0,Santé Gourmet,Jonas Bergulfsen,Owner,Stavern,Norway,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Dec-Wed,2013-Q4,2013-W50,2013-Dec,26,258.0000114440918,36.291,<0.5%,20,53,20,3,45,Wednesday,December,4,2013,50
722,11038,SUPRD,1,2015-04-21,2015-05-19,2015-04-30,2,29.59,71,21.5,30,0.0,Suprêmes Délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Apr-Tue,2015-Q2,2015-W16,2015-Apr,19,645.0,4.588,<0.8%,11,14,20,3,18,Tuesday,April,2,2015,16
723,10304,TORTU,1,2013-09-12,2013-10-10,2013-09-17,2,63.79,71,17.2,2,0.0,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Sep-Thu,2013-Q3,2013-W36,2013-Sep,23,34.400001525878906,185.436,<0.1%,14,38,20,3,16,Thursday,September,3,2013,36
724,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,23,9.0,2,0.0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Tunnbröd,12 - 250 g pkgs.,9.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,18.0,47.389,<0.1%,1,4,62,3,7,Wednesday,May,2,2015,18
725,10558,AROUT,1,2014-06-04,2014-07-02,2014-06-10,2,72.97,52,7.0,30,0.0,Around The Horn,Thomas Hardy,Sales Representative,London,UK,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Filo Mix,16 - 2 kg boxes,7.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jun-Wed,2014-Q2,2014-W22,2014-Jun,22,210.0,34.748,<0.4%,6,31,70,3,5,Wednesday,June,2,2014,22
726,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,52,7.0,2,0.0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Filo Mix,16 - 2 kg boxes,7.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,14.0,60.929,<0.1%,1,4,70,3,7,Wednesday,May,2,2015,18
727,11038,SUPRD,1,2015-04-21,2015-05-19,2015-04-30,2,29.59,52,7.0,2,0.0,Suprêmes Délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Filo Mix,16 - 2 kg boxes,7.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Apr-Tue,2015-Q2,2015-W16,2015-Apr,19,14.0,211.357,<0.1%,11,14,70,3,18,Tuesday,April,2,2015,16
728,10616,GREAL,1,2014-07-31,2014-08-28,2014-08-05,2,116.53,56,38.0,14,0.0,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi Di Nonna Alice,24 - 250 g pkgs.,38.0,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jul-Thu,2014-Q3,2014-W30,2014-Jul,23,532.0,21.904,<0.7%,1,22,6,3,27,Thursday,July,3,2014,30
729,11039,LINOD,1,2015-04-21,2015-05-19,2015-04-10,2,65.0,57,19.5,28,0.0,Lino Delicateses,Felipe Izquierdo,Owner,I  de Margarita,Venezuela,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Ravioli Angelo,24 - 250 g pkgs.,19.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Apr-Tue,2015-Q2,2015-W16,2015-Apr,39,546.0,11.905,<0.7%,7,24,51,3,30,Tuesday,April,2,2015,16
730,10916,RANCH,1,2015-02-27,2015-03-27,2015-03-09,2,63.77,57,19.5,20,0.0,Rancho Grande,Sergio Gutiérrez,Sales Representative,Buenos Aires,Argentina,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Ravioli Angelo,24 - 250 g pkgs.,19.5,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Feb-Fri,2015-Q1,2015-W08,2015-Feb,18,390.0,16.351,<0.6%,19,72,51,3,32,Friday,February,1,2015,08
731,10859,FRANK,1,2015-01-29,2015-02-26,2015-02-02,2,76.1,64,33.25,30,0.25,Frankenversand,Peter Franken,Marketing Manager,München,Germany,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Wimmers Gute Semmelknödel,20 bags x 4 pieces,33.25,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Jan-Thu,2015-Q1,2015-W04,2015-Jan,24,748.125,10.172,<0.8%,2,11,15,3,9,Thursday,January,1,2015,04
732,11077,RATTC,1,2015-05-06,2015-06-03,2015-04-10,2,8.53,64,33.25,2,0.03,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Wimmers Gute Semmelknödel,20 bags x 4 pieces,33.25,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,May-Wed,2015-Q2,2015-W18,2015-May,54,64.5050048828125,13.224,<0.2%,1,4,15,3,7,Wednesday,May,2,2015,18
733,10668,WANDK,1,2014-09-15,2014-10-13,2014-09-23,2,47.22,64,33.25,15,0.1,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Wimmers Gute Semmelknödel,20 bags x 4 pieces,33.25,0,Nancy Davolio,Sales Representative,New York,USA,8,United Package,Sep-Mon,2014-Q3,2014-W37,2014-Sep,20,448.8749885559082,10.52,<0.7%,2,40,15,3,40,Monday,September,3,2014,37
